       9494   34.66680 -106.13060  1892.00      2.086
       9493   34.68160 -106.06040  1862.00     -2.555
       9492   34.68140 -106.00760  1853.00     -1.005
       9407   34.66280 -105.91170  1861.00      2.761
       9406   34.65070 -105.82670  1882.00     -6.126
       9410   34.67920 -105.77170  1895.00     -2.547
       9409   34.67920 -105.71670  1933.00     -1.473
       9405   34.66620 -105.65500  1964.00     -6.336
       9408   34.67100 -105.60000  1941.00     -0.633
       9404   34.66280 -105.53330  1890.00      3.008
       9314   34.65290 -105.47390  1867.00      0.718
       9317   34.67920 -105.37500  1918.00      2.370
       9316   34.67430 -105.31170  1924.00     -2.610
       9644   34.63060 -107.77990  2359.00     -0.336
       9646   34.64180 -107.67830  2245.00     -0.246
       9587   34.62330 -107.16760  1773.00      1.244
       9546   34.63790 -106.77960  1464.00      0.459
       9545   34.61790 -106.57060  1605.00      1.142
       9489   34.64140 -106.34280  2089.00     -3.576
       9488   34.63780 -106.18330  1907.00      2.343
       9487   34.63790 -106.06060  1864.00     -4.105
       9403   34.61990 -105.90330  1884.00      2.884
       9402   34.62700 -105.86000  1872.00     -5.444
       9401   34.62450 -105.69170  1938.00     -6.543
       9400   34.62930 -105.64500  1940.00      0.325
       9399   34.62200 -105.58330  1935.00      1.164
       9311   34.64730 -105.44500  1863.00      2.151
       9310   34.63920 -105.39500  1881.00      1.653
       9309   34.63520 -105.31330  1904.00     -3.905
       9307   34.62030 -105.26330  1855.00     -0.167
       9308   34.64420 -105.21670  1797.00     -0.279
       9638   34.58940 -107.79260  2353.00     -0.471
       9637   34.59690 -107.73730  2311.00      2.346
       9636   34.58990 -107.70440  2437.00     -0.692
       9641   34.60490 -107.63710  2082.00     -0.070
       9640   34.61240 -107.59890  2056.00     -0.027
       9639   34.60940 -107.53580  2209.00     -0.498
       9586   34.60960 -107.46540  2125.00     -1.910
       9585   34.60930 -107.38740  1875.00     -1.263
       9583   34.58580 -107.34710  1905.00      2.918
       9584   34.60860 -107.22160  1827.00      3.081
       9542   34.59430 -106.73640  1489.00     -3.612
       9544   34.60880 -106.69560  1513.00     -0.904
       9543   34.61360 -106.64030  1543.00     -2.632
       9486   34.61640 -106.38560  2259.00      0.533
       9482   34.59810 -106.27810  1990.00     -1.705
       9485   34.60890 -106.23590  1944.00     -3.690
       9484   34.60890 -106.18380  1920.00      0.986
       9483   34.61010 -106.12740  1897.00      3.419
       9481   34.58960 -106.02310  1856.00     -0.759
       9394   34.59020 -105.97500  1853.00      4.359
       9398   34.61300 -105.92330  1870.00      2.211
       9397   34.60730 -105.82500  1924.00     -3.883
       9396   34.60730 -105.78330  1945.00     -1.991
       9393   34.58450 -105.71500  1946.00      5.971
       9392   34.59270 -105.63330  1953.00      2.137
       9395   34.60730 -105.52830  1916.00      0.465
       9305   34.60730 -105.45170  1861.00      1.443
       9300   34.59660 -105.34160  1910.00      0.075
       9298   34.59100 -105.29170  1856.00      0.466
       9297   34.58530 -105.24500  1832.00     -1.428
       9302   34.60080 -105.19330  1817.00      0.073
       9630   34.56360 -107.72480  2334.00     -0.129
       9629   34.55240 -107.67380  2176.00     -1.501
       9628   34.55260 -107.63910  2050.00     -1.714
       9627   34.56390 -107.58910  1996.00     -0.081
       9633   34.58040 -107.53330  2203.00     -1.882
       9626   34.55060 -107.51480  1893.00      0.938
       9578   34.56490 -107.48030  1872.00      2.839
       9577   34.55790 -107.42830  1826.00      3.435
       9582   34.57960 -107.39330  1849.00      0.332
       9581   34.58180 -107.25990  1889.00      1.328
       9580   34.57160 -107.18130  1773.00     -3.962
       9579   34.57930 -107.01960  1594.00     -6.015
       9539   34.56010 -106.78840  1454.00     -0.763
       9541   34.57460 -106.66240  1543.00     -1.290
       9538   34.55010 -106.63830  1544.00     -0.429
       9540   34.57480 -106.60740  1559.00     -2.285
       9480   34.56890 -106.37890  2223.00      4.309
       9477   34.56510 -106.31060  2081.00      3.221
       9476   34.56540 -106.27530  2016.00     -0.420
       9475   34.56530 -106.24010  1983.00     -4.091
       9479   34.57960 -106.15680  1918.00      1.894
       9478   34.58130 -106.09990  1907.00     -1.354
       9474   34.55240 -106.03040  1859.00      1.677
       9391   34.57720 -105.88500  1868.00     -3.604
       9389   34.56400 -105.83330  1949.00     -6.140
       9388   34.56320 -105.77330  1966.00      4.935
       9390   34.57780 -105.58170  1888.00      2.436
       9387   34.56400 -105.53000  1907.00      1.875
       9292   34.56320 -105.44170  1927.00      2.095
       9294   34.57630 -105.40170  1880.00      1.034
       9291   34.56070 -105.35500  1910.00     -1.605
       9290   34.55080 -105.28330  1857.00     -2.941
       9289   34.55330 -105.21670  1790.00     -0.887
       9622   34.53630 -107.76290  2176.00     -0.190
       9620   34.52280 -107.61790  2048.00     -2.137
       9576   34.53630 -107.35730  1880.00      5.650
       9575   34.54690 -107.29340  1988.00      0.421
       9573   34.52060 -107.13330  1718.00     -1.564
       9574   34.54380 -107.10980  1685.00     -7.375
       9537   34.51740 -106.79880  1452.00     -0.706
       9473   34.53590 -106.43660  2027.00      0.188
       9470   34.52140 -106.29710  2013.00      1.139
       9469   34.51990 -106.24240  1990.00     -4.413
       9472   34.53590 -106.19180  1955.00     -2.822
       9471   34.53760 -106.08260  1904.00     -0.308
       9386   34.53700 -105.98170  1853.00      1.900
       9385   34.54120 -105.90000  1863.00     -4.487
       9381   34.52800 -105.76330  1941.00      2.053
       9384   34.54270 -105.71330  1940.00      1.604
       9383   34.54850 -105.63330  1931.00      0.363
       9382   34.53550 -105.58170  1920.00     -1.864
       9380   34.52650 -105.52830  1872.00      5.145
       9285   34.52070 -105.44000  1943.00      2.743
       9284   34.52720 -105.39000  1899.00      1.150
       9283   34.52230 -105.31830  1862.00     -1.080
       9287   34.54660 -105.29830  1857.00     -4.039
       9619   34.50030 -107.78830  2177.00      0.325
       9618   34.51390 -107.71040  2044.00     -0.565
       9617   34.50690 -107.65490  1989.00     -0.063
       9616   34.51430 -107.58180  1965.00      1.282
       9572   34.51180 -107.48410  1874.00      0.339
       9571   34.51360 -107.43590  1841.00      4.504
       9570   34.50790 -107.37240  1844.00      0.273
       9569   34.50680 -107.28230  1897.00     -0.492
       8872   34.49240 -107.23660  1811.00      0.202
       8871   34.49190 -107.13290  1773.00      3.943
       9568   34.50830 -107.08930  1682.00     -1.929
       8870   34.49190 -107.06240  1690.00     -3.155
       8869   34.49310 -107.00930  1611.00      0.315
       9536   34.51490 -106.79990  1451.00      0.993
       9535   34.51360 -106.60290  1585.00      0.623
       9468   34.50730 -106.17410  1977.00      0.465
       9467   34.50740 -106.12090  1941.00      1.756
       9379   34.50770 -105.95670  1856.00     -2.902
       8677   34.49680 -105.91670  1881.00     -1.702
       9378   34.51170 -105.83330  1938.00     -0.640
       8676   34.49280 -105.74670  1903.00     -3.743
       8675   34.49280 -105.70670  1918.00     -1.297
       8674   34.49280 -105.65000  1937.00     -5.235
       8673   34.49280 -105.59170  1837.00      0.927
       8672   34.49280 -105.51670  1861.00     -0.646
       8595   34.48380 -105.42170  1965.00     -2.369
       8594   34.49120 -105.35500  1908.00     -0.307
       8593   34.49280 -105.26500  1786.00     -0.507
       9282   34.50770 -105.21670  1762.00      0.501
       8969   34.46360 -107.77740  2107.00     -0.330
       8968   34.46160 -107.68730  1984.00      1.406
       8973   34.46760 -107.64610  1985.00     -4.659
       8972   34.47630 -107.60730  1936.00     -1.083
       8967   34.45830 -107.56160  1890.00      2.166
       8971   34.47330 -107.51980  1937.00      0.231
       8866   34.45730 -107.46940  1856.00      1.201
       8868   34.47790 -107.44480  1910.00      0.863
       8867   34.47840 -107.39330  1787.00     -1.107
       8865   34.46360 -107.30530  1870.00      0.236
       8864   34.46330 -107.21910  1824.00      1.691
       8863   34.45780 -107.17510  1816.00      0.016
       8778   34.48330 -106.69490  1532.00     -0.205
       8723   34.47330 -106.02830  2024.00      1.057
       8669   34.45350 -105.91670  1932.00      1.882
       8671   34.47730 -105.87330  1892.00      8.569
       8670   34.47800 -105.80000  1915.00      0.256
       8592   34.46830 -105.39660  1912.00     -2.669
       8591   34.46920 -105.38330  1912.00     -1.260
       8589   34.46330 -105.31670  1866.00      2.593
       8588   34.46170 -105.21330  1761.00      3.055
       8963   34.42560 -107.77590  2069.00      1.064
       8962   34.43330 -107.69830  2089.00      2.626
       8961   34.42110 -107.66280  2148.00     -5.552
       8965   34.43460 -107.61990  2004.00     -2.058
       8960   34.42790 -107.51460  1888.00      4.343
       8861   34.42710 -107.44830  1829.00      4.550
       8862   34.43440 -107.41040  1838.00     -0.460
       8860   34.42830 -107.21160  1867.00     -0.109
       8858   34.41910 -107.16830  1867.00      0.547
       8857   34.41940 -107.13340  1903.00     -1.514
       8856   34.42130 -107.04290  1867.00      7.469
       8777   34.44410 -106.93410  1538.00     -4.992
       8776   34.41860 -106.83280  1444.00     -1.981
       8775   34.41990 -106.74910  1521.00     -5.801
       8774   34.42540 -106.65210  1570.00     -1.681
       8773   34.42330 -106.51830  1747.00      2.084
       8718   34.42990 -106.42660  1768.00      2.775
       8721   34.44330 -106.36990  1836.00      0.261
       8720   34.44830 -106.29910  1941.00     -0.773
       8717   34.42990 -106.19160  2053.00      1.957
       8719   34.44160 -106.10160  2045.00      0.241
       8663   34.41920 -105.99330  2027.00      0.126
       8662   34.42250 -105.88330  1937.00      1.357
       8661   34.41750 -105.83330  1917.00      2.706
       8660   34.42400 -105.79670  1906.00      0.331
       8668   34.43470 -105.72830  1916.00     -4.074
       8667   34.43380 -105.69000  1932.00     -3.623
       8666   34.44870 -105.62830  1853.00     -0.078
       8665   34.44870 -105.58330  1843.00     -0.468
       8664   34.44870 -105.53000  1846.00     -4.411
       8584   34.44870 -105.48000  1915.00     -4.516
       8583   34.43800 -105.42000  1929.00     -1.400
       8582   34.42480 -105.35670  1887.00      2.272
       8954   34.39830 -107.75510  2141.00      1.653
       8953   34.39490 -107.60890  2040.00     -0.474
       8957   34.41280 -107.56380  1940.00      0.315
       8853   34.39860 -107.48930  1908.00      0.954
       8852   34.38680 -107.43130  1876.00      3.855
       8855   34.41560 -107.34030  1790.00      1.151
       8854   34.41530 -107.28560  1722.00      2.299
       8851   34.39040 -107.11630  1866.00      1.618
       8772   34.40430 -106.86080  1451.00     -0.528
       8771   34.41630 -106.81660  1443.00     -2.239
       8770   34.40990 -106.68490  1670.00      1.412
       8716   34.39080 -106.24160  2146.00     -1.826
       8715   34.38990 -106.01410  1981.00      0.452
       8658   34.38400 -105.79830  1920.00      1.396
       8657   34.38970 -105.63500  1940.00      0.237
       8659   34.40030 -105.58330  1928.00     -0.422
       8580   34.40850 -105.47330  1942.00     -0.305
       8575   34.39300 -105.31670  1850.00     -2.158
       8579   34.40430 -105.26170  1802.00      2.954
       8578   34.41180 -105.21170  1746.00      2.781
       8952   34.37530 -107.79210  2166.00      0.239
       8951   34.38330 -107.68410  2248.00     -3.633
       8948   34.35380 -107.58640  2137.00     -0.427
       8947   34.36230 -107.55240  2042.00     -0.577
       8848   34.35980 -107.35660  2128.00     -6.656
       8850   34.38080 -107.22910  1681.00      2.345
       8847   34.35410 -107.17090  1646.00      3.045
       8849   34.37540 -107.06140  1811.00      2.810
       8769   34.35960 -106.99740  1568.00      2.185
       8714   34.37160 -106.42830  1890.00     -0.420
       8712   34.36080 -106.18830  2048.00      0.461
       8713   34.37660 -106.10160  1978.00      0.457
       8656   34.36670 -105.99830  1959.00     -0.152
       8655   34.37650 -105.90670  1956.00      0.604
       8654   34.37650 -105.74830  1937.00      1.908
       8653   34.37480 -105.69330  1944.00      2.717
       8652   34.36490 -105.50330  1979.00     -1.483
       8572   34.38220 -105.37170  1876.00     -3.411
       8571   34.37480 -105.26330  1828.00      0.209
       8570   34.36170 -105.19500  1758.00     -5.472
       8941   34.32960 -107.76780  2369.00     -0.552
       8945   34.34660 -107.72730  2262.00     -0.211
       8944   34.33590 -107.68910  2483.00     -1.522
       8940   34.32280 -107.63760  2311.00     -1.945
       8939   34.31780 -107.59560  2314.00     -0.474
       8846   34.34090 -107.48740  2020.00     -0.513
       8841   34.32330 -107.47140  2078.00      0.268
       8840   34.33030 -107.43130  2014.00      3.512
       8839   34.32430 -107.37960  2020.00     -0.571
       8845   34.33830 -107.27530  1867.00      1.179
       8844   34.34730 -107.23160  1761.00      2.860
       8838   34.31960 -107.14910  1684.00      1.215
       8837   34.32330 -107.10360  1608.00      3.782
       8843   34.33580 -107.06360  1573.00      0.216
       8842   34.33780 -107.01490  1526.00     -0.523
       8765   34.32990 -106.89910  1496.00     -3.375
       8767   34.34990 -106.73660  1596.00      1.175
       8764   34.32430 -106.70560  1632.00     -1.218
       8766   34.34590 -106.61960  1675.00      0.379
       8762   34.33030 -106.51280  1937.00     -0.820
       8711   34.34660 -106.48160  1880.00      1.450
       8709   34.31990 -106.41740  1985.00     -1.689
       8710   34.33990 -106.28830  2099.00      0.482
       8646   34.32980 -105.97500  1952.00     -0.976
       8651   34.34700 -105.86000  1952.00     -2.422
       8650   34.33800 -105.76670  1964.00      5.146
       8649   34.34700 -105.65670  1959.00      1.343
       8648   34.34700 -105.58500  1948.00     -0.809
       8647   34.34130 -105.51670  1963.00     -0.290
       8565   34.33130 -105.45000  1911.00     -1.461
       8567   34.34280 -105.39330  1875.00      0.060
       8566   34.34870 -105.31500  1860.00     -2.080
       8564   34.32980 -105.25000  1814.00      0.518
       8934   34.28660 -107.77410  2528.00      0.564
       8933   34.29760 -107.71690  2310.00      1.048
       8932   34.28890 -107.63740  2173.00     -1.975
       8937   34.31080 -107.50940  2167.00     -1.433
       8835   34.29980 -107.43810  2099.00      6.036
       8834   34.28630 -107.36430  2149.00     -8.279
       8833   34.28910 -107.27110  2051.00      2.451
       8836   34.31330 -107.23860  1872.00      3.462
       8832   34.28830 -107.20910  1807.00      0.613
       8761   34.31460 -106.80910  1510.00      1.287
       8708   34.30330 -106.48410  1921.00     -0.524
       8705   34.28910 -106.35830  1911.00      0.760
       8707   34.30330 -106.10080  1976.00      0.087
       8706   34.31660 -106.04910  1951.00     -0.731
       8639   34.29450 -105.85830  2040.00     -1.596
       8645   34.30030 -105.82000  2062.00     -1.708
       8644   34.30270 -105.76670  2013.00     -0.144
       8643   34.30270 -105.71000  2011.00      0.584
       8642   34.30270 -105.66000  1990.00      0.117
       8638   34.28550 -105.61670  2015.00      2.896
       8641   34.30350 -105.55000  1974.00     -1.310
       8640   34.31500 -105.50000  1945.00      0.474
       8562   34.30270 -105.33500  1861.00     -2.434
       8561   34.30030 -105.25000  1802.00      0.352
       8560   34.30030 -105.19670  1813.00      0.016
       8931   34.27660 -107.67630  2198.00     -4.249
       8926   34.25990 -107.58740  2255.00     -3.118
       8925   34.26060 -107.54940  2278.00     -3.109
       8829   34.26410 -107.48640  2240.00      1.432
       8831   34.27190 -107.41860  2294.00      0.794
       8828   34.26010 -107.30560  2323.00     -1.280
       8827   34.25990 -107.16660  1761.00     -8.488
       8830   34.27410 -107.06830  1749.00     -4.224
       8758   34.25460 -106.98360  1611.00      6.609
       8757   34.25490 -106.90990  1421.00      3.916
       8756   34.25160 -106.83830  1486.00      8.966
       8760   34.26760 -106.72890  1587.00     -1.568
       8755   34.26460 -106.64690  1767.00      8.182
       8759   34.27410 -106.53740  1932.00      1.948
       8703   34.26330 -106.48490  1847.00      3.480
       8702   34.26490 -106.23830  1959.00     -3.225
       8704   34.27490 -106.18410  2024.00     -0.903
       8636   34.26080 -105.99330  1946.00     -0.974
       8635   34.26000 -105.94000  1974.00     -0.545
       8634   34.26000 -105.88830  2050.00     -0.354
       8633   34.25830 -105.70170  2097.00     -0.931
       8632   34.25160 -105.59490  2033.00     -1.566
       8637   34.27400 -105.51670  1954.00      0.401
       8557   34.27400 -105.46330  1939.00      1.292
       8553   34.25580 -105.41330  1889.00      4.940
       8556   34.27400 -105.35000  1881.00      3.898
       8555   34.27400 -105.30000  1843.00      2.311
       8922   34.22490 -107.60880  2246.00     -2.082
       8825   34.23330 -107.44610  2202.00      9.276
       8824   34.22060 -107.29440  2077.00      1.124
       8823   34.23260 -107.26160  1969.00      1.996
       8826   34.24540 -107.20040  1823.00     -3.815
       8822   34.22740 -107.12660  1767.00     -6.133
       8753   34.23160 -106.91830  1420.00     -0.293
       8752   34.23080 -106.79380  1552.00      0.723
       8751   34.23160 -106.78330  1561.00      1.645
       8750   34.22830 -106.55830  1864.00      2.770
       8700   34.22990 -106.43580  1844.00     -2.909
       8699   34.22830 -106.35160  1807.00      0.510
       8698   34.22240 -106.23330  1944.00     -2.115
       8701   34.24830 -106.09830  1929.00     -0.426
       8697   34.23160 -106.02240  1944.00      0.034
       8696   34.22660 -106.00410  1955.00     -8.039
       8630   34.22150 -105.64000  2086.00      2.995
       8631   34.24450 -105.58500  2032.00      1.101
       8629   34.21900 -105.54330  2004.00      0.825
       8550   34.21730 -105.32500  1814.00      1.535
       8551   34.24850 -105.26000  1782.00     -1.776
       8549   34.21730 -105.22330  1755.00     -1.122
       8920   34.20990 -107.76790  2277.00      1.153
       8919   34.21660 -107.73690  2235.00      0.846
       8918   34.21290 -107.67790  2148.00     -5.119
       8917   34.21060 -107.53160  2247.00     -3.544
       8819   34.18890 -107.48490  2366.00      1.847
       8818   34.19160 -107.44490  2274.00      6.905
       8817   34.19360 -107.37710  2127.00     -5.659
       8816   34.18960 -107.32590  2068.00     -2.511
       8815   34.19910 -107.26660  2022.00      1.688
       8821   34.20160 -107.20080  1841.00      0.455
       8820   34.21540 -107.06110  1815.00     -0.464
       8749   34.18730 -106.79990  1540.00     -0.403
       8748   34.19990 -106.71330  1662.00     -0.062
       8747   34.18490 -106.62330  1883.00      0.442
       8628   34.21480 -105.99830  1974.00      0.016
       8627   34.20080 -105.95670  1974.00     -0.824
       8626   34.21650 -105.90170  2045.00      0.915
       8625   34.21400 -105.83330  2139.00     -1.396
       8623   34.18530 -105.79000  2182.00     -0.308
       8624   34.20980 -105.69330  2125.00      1.215
       8548   34.20080 -105.49500  1945.00      0.001
       8547   34.21320 -105.37500  1846.00      1.438
       8912   34.16960 -107.78580  2228.00     -0.735
       8909   34.15530 -107.71580  2159.00      0.257
       8911   34.17160 -107.63230  2130.00     -1.471
       8910   34.18090 -107.57480  2185.00      3.116
       8812   34.16190 -107.39090  2161.00     -3.594
       8811   34.15110 -107.34630  2077.00     -3.476
       8813   34.17240 -107.13080  1806.00     -5.127
       8746   34.18090 -106.96240  1645.00      7.744
       8745   34.18240 -106.90390  1413.00     -1.749
       8743   34.15830 -106.79990  1564.00      4.512
       8742   34.16660 -106.56240  1850.00     -1.302
       8695   34.17830 -106.46660  1744.00     -0.631
       8692   34.16160 -106.38660  1754.00      2.504
       8691   34.15910 -106.28990  1811.00      0.530
       8690   34.16410 -106.19830  1994.00      1.211
       8694   34.17160 -106.11660  1899.00     -1.102
       8693   34.17330 -106.02990  1898.00     -1.323
       8622   34.17130 -105.99830  1902.00     -2.389
       8620   34.15230 -105.76000  2133.00     -3.119
       8621   34.18120 -105.63830  2030.00      1.168
       8545   34.17380 -105.45830  1899.00      1.368
       8544   34.16320 -105.35000  1831.00     -2.430
       8905   34.14090 -107.78560  2199.00     -2.706
       8901   34.11990 -107.71590  2157.00      0.577
       8904   34.14080 -107.67080  2139.00     -0.616
       8903   34.13460 -107.59360  2128.00      0.114
       8902   34.14240 -107.53190  2205.00      1.168
       8806   34.11890 -107.48790  2192.00      4.377
       8810   34.14490 -107.45840  2258.00      5.731
       8809   34.14690 -107.28360  1993.00      2.885
       8805   34.12910 -107.20830  1963.00     -1.935
       8807   34.14080 -107.04160  1851.00     -5.234
       8740   34.13330 -106.90910  1435.00     -2.821
       8741   34.13740 -106.73330  1686.00      0.750
       8689   34.11830 -106.45160  1680.00     -0.783
       8616   34.12770 -105.99830  1890.00     -1.440
       8619   34.14080 -105.70000  2092.00      3.034
       8618   34.14830 -105.64500  2025.00      2.179
       8617   34.13680 -105.59170  1963.00     -0.041
       8542   34.13770 -105.42500  1835.00      3.620
       8539   34.12120 -105.21670  1662.00     -0.368
       8895   34.09290 -107.76740  2166.00      3.846
       8894   34.09160 -107.72830  2148.00     -3.425
       8898   34.10530 -107.62890  2125.00      1.355
       8893   34.09740 -107.58060  2125.00     -1.831
       8892   34.08460 -107.54190  2129.00     -1.727
       8804   34.10880 -107.43240  2260.00      5.314
       8803   34.11430 -107.37330  2122.00     -5.061
       8800   34.09630 -107.31430  2033.00     -1.933
       8799   34.09610 -107.26390  2035.00      1.841
       8802   34.11160 -107.24660  2000.00     -1.735
       8798   34.08660 -107.19990  2344.00      0.918
       8801   34.10010 -107.13130  1870.00      1.735
       8797   34.09080 -107.02580  1754.00     -0.125
       8739   34.10160 -106.89830  1436.00     -0.649
       8738   34.10860 -106.82690  1525.00     -0.753
       8735   34.08490 -106.78330  1584.00      2.404
       8734   34.08580 -106.72740  1733.00      0.484
       8737   34.10490 -106.65830  1818.00      0.146
       8733   34.08910 -106.59240  1821.00      1.015
       8736   34.10660 -106.50580  1685.00     -0.019
       8688   34.11490 -106.36740  1732.00      1.741
       8687   34.08410 -106.26990  1819.00     -1.587
       8686   34.09990 -106.17990  1954.00      0.326
       8685   34.08910 -106.07330  1866.00     -0.189
       8611   34.08400 -105.99830  1871.00     -0.761
       8615   34.10550 -105.86330  1941.00     -2.135
       8614   34.10970 -105.77330  2018.00     -0.711
       8613   34.10550 -105.65500  2018.00      1.684
       8612   34.10800 -105.54330  1920.00      2.259
       8610   34.08670 -105.50000  1888.00     -0.259
       8538   34.11130 -105.38500  1797.00     -0.147
       8537   34.11620 -105.33170  1783.00     -2.567
       8536   34.11470 -105.27670  1738.00     -0.512
       8885   34.05360 -107.73360  2136.00      1.109
       8890   34.06830 -107.68160  2130.00      3.384
       8889   34.07330 -107.62860  2126.00      3.022
       8884   34.06660 -107.60490  2125.00      1.074
       8883   34.06490 -107.51330  2135.00     -2.165
       8796   34.08030 -107.47940  2156.00      1.674
       8795   34.07360 -107.43810  2168.00      6.484
       8793   34.05090 -107.39980  2164.00     -2.248
       8792   34.05360 -107.35910  2099.00     -5.438
       8791   34.05660 -107.23460  2284.00     -4.191
       8794   34.07810 -107.08130  1856.00     -5.423
       8731   34.06490 -106.90330  1408.00      3.432
       8732   34.06990 -106.56830  1994.00      4.027
       8684   34.07080 -106.40160  1680.00      0.631
       8608   34.06100 -105.88830  1893.00     -1.131
       8609   34.08330 -105.65830  1992.00     -4.238
       8607   34.06270 -105.65000  2014.00     -0.657
       8533   34.05530 -105.41670  1788.00      1.058
       8534   34.07100 -105.32830  1707.00      0.983
       8532   34.06100 -105.28000  1646.00      1.078
       8881   34.03830 -107.76860  2133.00     -0.687
       8880   34.03880 -107.66290  2152.00     -0.171
       8879   34.03860 -107.59490  2186.00      0.053
       8878   34.03840 -107.53640  2163.00     -3.230
